Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,LineAmount,Year
531251,22575,METAL MERRY CHRISTMAS WREATH,56,2010-11-07 11:06:00,1.95,14882.0,United Kingdom,109.2,2010
580403,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-12-04 11:56:00,7.9,17858.0,United Kingdom,15.8,2011
528693,22500,SET OF 2 TINS JARDIN DE PROVENCE,1,2010-10-24 13:00:00,4.95,12748.0,United Kingdom,4.95,2010
550622,22303,COFFEE MUG APPLES DESIGN,3,2011-04-19 13:49:00,2.55,13735.0,United Kingdom,7.6499999999999995,2011
505332,82581,TOILET METAL SIGN,3,2010-04-21 12:43:00,0.55,15719.0,United Kingdom,1.6500000000000001,2010
512001,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,2010-06-11 15:54:00,1.25,17963.0,United Kingdom,1.25,2010
551983,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-05-05 14:32:00,1.25,17735.0,United Kingdom,30.0,2011
533577,21733,RED HANGING HEART T-LIGHT HOLDER,10,2010-11-18 11:08:00,2.95,17377.0,United Kingdom,29.5,2010
507116,20802,SMALL GLASS SUNDAE DISH CLEAR,4,2010-05-06 11:30:00,3.36,,United Kingdom,13.44,2010
572887,23008,DOLLY GIRL BABY GIFT SET,1,2011-10-26 13:47:00,16.95,12362.0,Belgium,16.95,2011
572884,82580,BATHROOM METAL SIGN,12,2011-10-26 13:44:00,0.55,13924.0,United Kingdom,6.6000000000000005,2011
533065,90013B,BLACK VINTAGE EARRINGS,1,2010-11-15 17:04:00,4.24,,United Kingdom,4.24,2010
495574,21774,DECORATIVE CATS BATHROOM BOTTLE,1,2010-01-25 17:36:00,2.51,,United Kingdom,2.51,2010
564760,23204,CHARLOTTE BAG APPLES DESIGN,1,2011-08-30 10:47:00,1.63,,United Kingdom,1.63,2011
512271,35095A,BLUE VICTORIAN FABRIC OVAL BOX,24,2010-06-14 13:31:00,0.42,15817.0,United Kingdom,10.08,2010
572097,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-10-20 15:30:00,1.65,,United Kingdom,1.65,2011
527054,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2010-10-14 13:09:00,1.95,16935.0,United Kingdom,1.95,2010
566207,22532,MAGIC DRAWING SLATE LEAP FROG ,192,2011-09-09 15:02:00,0.27,12830.0,United Kingdom,51.84,2011
524099,21231,SWEETHEART CERAMIC TRINKET BOX,6,2010-09-27 12:24:00,1.25,13448.0,United Kingdom,7.5,2010
516263,21770,OPEN CLOSED METAL SIGN,2,2010-07-19 11:59:00,4.95,17841.0,United Kingdom,9.9,2010
556193,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2011-06-09 12:04:00,0.85,14132.0,United Kingdom,10.2,2011
564733,22659,LUNCH BOX I LOVE LONDON,1,2011-08-28 13:18:00,1.95,17841.0,United Kingdom,1.95,2011
494495,82600,NO SINGING METAL SIGN,1,2010-01-14 17:43:00,4.21,,United Kingdom,4.21,2010
566605,22907,PACK OF 20 NAPKINS PANTRY DESIGN,3,2011-09-13 16:27:00,0.85,13263.0,United Kingdom,2.55,2011
550500,21165,BEWARE OF THE CAT METAL SIGN ,1,2011-04-18 15:26:00,4.13,,United Kingdom,4.13,2011
502716,84986B,SET OF 36 SILVER PAPER DOILIES,3,2010-03-26 11:20:00,1.45,16779.0,United Kingdom,4.35,2010
551747,37413,ICON MUG REVOLUTIONARY,96,2011-05-04 11:00:00,0.39,14298.0,United Kingdom,37.44,2011
513943,79067,CORONA MEXICAN TRAY,12,2010-06-29 13:13:00,3.75,14040.0,United Kingdom,45.0,2010
558046,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-06-24 13:47:00,2.95,,EIRE,17.700000000000003,2011
527424,22435,SET OF 9 HEART SHAPED BALLOONS,5,2010-10-17 16:08:00,1.25,15068.0,United Kingdom,6.25,2010
489545,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,2009-12-01 12:22:00,1.25,17804.0,United Kingdom,1.25,2009
524102,84910A,PINK PAISLEY CUSHION COVER ,2,2010-09-27 12:45:00,5.95,17315.0,United Kingdom,11.9,2010
511830,21463,MIRRORED DISCO BALL ,4,2010-06-10 16:58:00,5.95,17858.0,United Kingdom,23.8,2010
514823,22497,SET OF 2 TINS VINTAGE BATHROOM ,4,2010-07-06 12:19:00,4.25,12730.0,Germany,17.0,2010
539958,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2010-12-23 13:26:00,5.91,,United Kingdom,5.91,2010
568400,84818,DANISH ROSE PHOTO FRAME,24,2011-09-27 10:27:00,0.79,13644.0,United Kingdom,18.96,2011
579001,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,2,2011-11-27 16:19:00,0.42,15555.0,United Kingdom,0.84,2011
577773,23104,IVORY CAFE HANGING LAMP ,3,2011-11-21 15:57:00,12.5,16712.0,United Kingdom,37.5,2011
514165,22088,PAPER BUNTING COLOURED LACE,6,2010-06-30 15:35:00,2.95,12714.0,France,17.700000000000003,2010
560773,22503,CABIN BAG VINTAGE PAISLEY,1,2011-07-20 16:17:00,16.63,,United Kingdom,16.63,2011
555853,22342,HOME GARLAND PAINTED ZINC ,4,2011-06-07 13:44:00,0.75,14375.0,United Kingdom,3.0,2011
578469,22423,REGENCY CAKESTAND 3 TIER,16,2011-11-24 12:36:00,10.95,12471.0,Germany,175.2,2011
498588,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-02-21 15:18:00,1.95,12945.0,United Kingdom,19.5,2010
540859,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,2011-01-12 10:58:00,2.95,17965.0,United Kingdom,8.850000000000001,2011
508854,21790,VINTAGE SNAP CARDS,1,2010-05-18 15:13:00,1.66,,United Kingdom,1.66,2010
538518,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-12 16:14:00,0.95,14505.0,United Kingdom,0.95,2010
530845,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-11-04 14:25:00,0.85,14895.0,United Kingdom,20.4,2010
529315,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-10-27 13:29:00,1.25,14911.0,EIRE,15.0,2010
538201,21742,LARGE ROUND WICKER PLATTER ,1,2010-12-10 11:12:00,5.95,15723.0,United Kingdom,5.95,2010
561223,22654,DELUXE SEWING KIT ,3,2011-07-26 09:51:00,5.95,15358.0,United Kingdom,17.85,2011
500118,20725,LUNCH BAG RED SPOTTY,20,2010-03-04 13:39:00,1.65,14680.0,United Kingdom,33.0,2010
542272,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2011-01-27 09:42:00,9.95,16496.0,United Kingdom,39.8,2011
568654,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-09-28 12:20:00,1.65,14911.0,EIRE,19.799999999999997,2011
577312,22469,HEART OF WICKER SMALL,24,2011-11-18 13:18:00,1.65,17049.0,United Kingdom,39.599999999999994,2011
577783,22138,BAKING SET 9 PIECE RETROSPOT ,12,2011-11-21 16:20:00,4.95,18139.0,United Kingdom,59.400000000000006,2011
578285,20767,BLUE PAISLEY JOURNAL ,1,2011-11-23 13:57:00,2.55,12748.0,United Kingdom,2.55,2011
547245,21240,BLUE POLKADOT CUP,8,2011-03-22 08:49:00,0.85,14632.0,United Kingdom,6.8,2011
532594,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2010-11-12 14:50:00,2.1,15498.0,United Kingdom,12.600000000000001,2010
538071,21912,VINTAGE SNAKES & LADDERS,2,2010-12-09 14:09:00,7.62,,United Kingdom,15.24,2010
578196,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,2011-11-23 11:43:00,6.95,16168.0,United Kingdom,83.4,2011
494110,21213,PACK OF 72 SKULL CAKE CASES,24,2010-01-11 12:29:00,0.55,12549.0,USA,13.200000000000001,2010
538071,84970S,HANGING HEART ZINC T-LIGHT HOLDER,5,2010-12-09 14:09:00,2.13,,United Kingdom,10.649999999999999,2010
567671,21754,HOME BUILDING BLOCK WORD,1,2011-09-21 15:34:00,11.63,,United Kingdom,11.63,2011
511239,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2010-06-07 12:31:00,0.65,13313.0,United Kingdom,20.8,2010
521488,22498,WOODEN REGATTA BUNTING,1,2010-09-06 13:42:00,12.72,,United Kingdom,12.72,2010
540798,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-01-11 12:11:00,0.29,17365.0,United Kingdom,13.919999999999998,2011
555567,22993,SET OF 4 PANTRY JELLY MOULDS,6,2011-06-05 15:25:00,1.25,17050.0,United Kingdom,7.5,2011
581407,21068,VINTAGE BILLBOARD LOVE/HATE MUG,3,2011-12-08 13:59:00,1.25,13263.0,United Kingdom,3.75,2011
500745,22378,WALL TIDY RETROSPOT ,10,2010-03-10 09:16:00,2.1,13426.0,United Kingdom,21.0,2010
570791,23343,JUMBO BAG VINTAGE CHRISTMAS ,5,2011-10-12 11:58:00,2.08,17346.0,United Kingdom,10.4,2011
518948,82578,KITCHEN METAL SIGN,12,2010-08-12 15:01:00,0.55,15874.0,United Kingdom,6.6000000000000005,2010
573029,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,3,2011-10-27 13:33:00,2.1,14971.0,United Kingdom,6.300000000000001,2011
569202,37448,CERAMIC CAKE DESIGN SPOTTED MUG,1,2011-09-30 17:22:00,3.29,,United Kingdom,3.29,2011
529766,21724,PANDA AND BUNNIES STICKER SHEET,12,2010-10-29 15:04:00,0.85,14490.0,United Kingdom,10.2,2010
544839,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,2011-02-24 10:50:00,0.42,14841.0,United Kingdom,5.04,2011
542719,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-01-31 14:18:00,3.75,17619.0,United Kingdom,7.5,2011
534670,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,2010-11-23 14:06:00,1.25,12577.0,France,1.25,2010
492782,72741,GRAND CHOCOLATECANDLE,4,2009-12-18 17:06:00,8.65,,United Kingdom,34.6,2009
497590,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2010-02-10 17:59:00,8.47,,United Kingdom,16.94,2010
576329,21094,SET/6 RED SPOTTY PAPER PLATES,6,2011-11-14 15:22:00,0.83,,United Kingdom,4.9799999999999995,2011
555397,22161,HEART DECORATION RUSTIC HANGING ,4,2011-06-02 17:26:00,0.79,,United Kingdom,3.16,2011
543990,22983,CARD BILLBOARD FONT,12,2011-02-15 09:59:00,0.42,15122.0,United Kingdom,5.04,2011
559506,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,4,2011-07-08 15:17:00,2.46,,United Kingdom,9.84,2011
511134,22624,IVORY KITCHEN SCALES,1,2010-06-07 11:32:00,8.5,17897.0,United Kingdom,8.5,2010
500918,22256,FELT FARM ANIMAL CHICKEN,1,2010-03-11 10:30:00,2.51,,United Kingdom,2.51,2010
522079,22602,CHRISTMAS RETROSPOT HEART WOOD,6,2010-09-12 11:38:00,0.85,15422.0,United Kingdom,5.1,2010
493074,84029C,BROWN FURRY HOT WATER BOTTLE,1,2009-12-22 09:45:00,7.78,,United Kingdom,7.78,2009
507768,82494L,WOODEN FRAME ANTIQUE WHITE ,48,2010-05-11 12:23:00,2.55,16525.0,United Kingdom,122.39999999999999,2010
492425,85031C,CURIOUS IMAGES SCRAP BOOK SET,1,2009-12-16 17:58:00,3.43,,United Kingdom,3.43,2009
566591,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-09-13 14:53:00,0.79,16036.0,United Kingdom,9.48,2011
490137,85226A,WHITE/BLUE PULL BACK RACING CAR,6,2009-12-03 19:22:00,0.55,14713.0,United Kingdom,3.3000000000000003,2009
567667,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-09-21 15:24:00,1.63,,United Kingdom,1.63,2011
561005,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-07-22 14:53:00,2.55,17961.0,United Kingdom,2.55,2011
497360,84932B,SMALL PINK PEONY FOLDING STOOL,8,2010-02-09 09:17:00,1.95,12437.0,France,15.6,2010
523282,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,2,2010-09-21 11:50:00,2.55,17287.0,United Kingdom,5.1,2010
494586,72484,ROSES IN WHITE HEART CANDLE ,1,2010-01-15 11:36:00,1.25,18106.0,United Kingdom,1.25,2010
490093,84987,SET OF 36 TEATIME PAPER DOILIES,12,2009-12-03 15:56:00,1.45,12949.0,United Kingdom,17.4,2009
504146,85049D,BRIGHT BLUES RIBBONS ,24,2010-04-11 13:10:00,1.25,12481.0,Germany,30.0,2010
574691,22178,VICTORIAN GLASS HANGING T-LIGHT,2,2011-11-06 13:17:00,1.95,14174.0,United Kingdom,3.9,2011
541240,22892,SET OF SALT AND PEPPER TOADSTOOLS,6,2011-01-16 11:07:00,1.25,16206.0,United Kingdom,7.5,2011
493979,21429,RED GINGHAM ROSE JEWELLERY BOX,3,2010-01-10 11:58:00,1.65,17323.0,United Kingdom,4.949999999999999,2010
568988,23377,PACK OF 12 DOLLY GIRL TISSUES,24,2011-09-29 16:38:00,0.39,12718.0,France,9.36,2011
525979,20728,LUNCH BAG CARS BLUE,100,2010-10-08 10:58:00,1.45,13798.0,United Kingdom,145.0,2010
562540,21165,BEWARE OF THE CAT METAL SIGN ,4,2011-08-05 15:38:00,1.69,17400.0,United Kingdom,6.76,2011
511471,85150,LADIES & GENTLEMEN METAL SIGN,1,2010-06-08 13:22:00,2.55,17449.0,United Kingdom,2.55,2010
500901,22473,TV DINNER TRAY VINTAGE PAISLEY,16,2010-03-11 10:05:00,4.25,13093.0,United Kingdom,68.0,2010
550007,23206,LUNCH BAG APPLE DESIGN,100,2011-04-14 10:13:00,1.45,15125.0,United Kingdom,145.0,2011
543821,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-02-14 09:24:00,5.95,17667.0,United Kingdom,11.9,2011
529821,22485,SET OF 2 WOODEN MARKET CRATES,2,2010-10-31 11:32:00,12.75,13677.0,United Kingdom,25.5,2010
537638,22174,PHOTO CUBE,4,2010-12-07 15:28:00,3.36,,United Kingdom,13.44,2010
506959,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,1,2010-05-05 12:05:00,12.72,,United Kingdom,12.72,2010
562204,35965,FOLKART HEART NAPKIN RINGS,2,2011-08-03 12:54:00,0.79,16324.0,United Kingdom,1.58,2011
568191,22818,CARD CHRISTMAS VILLAGE,24,2011-09-25 14:37:00,0.42,16655.0,United Kingdom,10.08,2011
534410,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-11-22 14:36:00,4.65,16812.0,United Kingdom,18.6,2010
578306,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-11-23 15:46:00,3.75,17410.0,United Kingdom,15.0,2011
513793,21899,"KEY FOB , GARAGE DESIGN",6,2010-06-28 15:31:00,0.65,17576.0,United Kingdom,3.9000000000000004,2010
510784,21621,VINTAGE UNION JACK BUNTING,2,2010-06-03 15:48:00,8.5,16202.0,United Kingdom,17.0,2010
548327,21983,PACK OF 12 BLUE PAISLEY TISSUES ,2,2011-03-30 13:05:00,0.29,16788.0,United Kingdom,0.58,2011
566405,22751,FELTCRAFT PRINCESS OLIVIA DOLL,12,2011-09-12 13:41:00,3.75,17919.0,United Kingdom,45.0,2011
565916,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-09-07 16:00:00,2.95,14156.0,EIRE,17.700000000000003,2011
536592,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,2010-12-01 17:06:00,2.51,,United Kingdom,2.51,2010
532677,21485,RETROSPOT HEART HOT WATER BOTTLE,24,2010-11-14 12:07:00,4.25,15615.0,United Kingdom,102.0,2010
570428,84378,SET OF 3 HEART COOKIE CUTTERS,3,2011-10-10 14:02:00,1.45,15553.0,United Kingdom,4.35,2011
560033,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-07-14 13:28:00,2.95,12388.0,Australia,17.700000000000003,2011
500695,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,5,2010-03-09 12:48:00,6.77,,United Kingdom,33.849999999999994,2010
575731,22079,RIBBON REEL HEARTS DESIGN ,5,2011-11-10 20:01:00,1.65,13230.0,United Kingdom,8.25,2011
546136,79190D,RETRO PLASTIC DAISY TRAY,2,2011-03-09 16:32:00,0.83,,United Kingdom,1.66,2011
530818,21657,MILK BOTTLE WITH GLASS STOPPER ,1,2010-11-04 13:14:00,6.95,13772.0,United Kingdom,6.95,2010
517093,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2010-07-26 14:32:00,1.65,16351.0,United Kingdom,16.5,2010
503823,15034,PAPER POCKET TRAVELING FAN ,1,2010-04-07 14:59:00,0.81,,United Kingdom,0.81,2010
559993,81953B,ROUND BLUE CLOCK WITH SUCKER,5,2011-07-14 12:42:00,0.19,14716.0,United Kingdom,0.95,2011
514059,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,12,2010-06-30 11:49:00,2.1,17389.0,United Kingdom,25.200000000000003,2010
491454,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2009-12-11 11:17:00,4.95,13077.0,United Kingdom,29.700000000000003,2009
566713,21539,RED RETROSPOT BUTTER DISH,3,2011-09-14 12:05:00,4.95,15933.0,United Kingdom,14.850000000000001,2011
501689,22090,PAPER BUNTING RETRO SPOTS,6,2010-03-18 17:05:00,2.95,15738.0,United Kingdom,17.700000000000003,2010
494479,21506,"FANCY FONT BIRTHDAY CARD, ",12,2010-01-14 15:47:00,0.42,17032.0,United Kingdom,5.04,2010
539453,90042C,FRESHWATER PEARL BRACELET IVORY,1,2010-12-17 17:08:00,2.54,,United Kingdom,2.54,2010
515003,90175C,BLUE GLASS CHUNKY CHARM BRACELET,2,2010-07-07 15:41:00,8.95,16649.0,United Kingdom,17.9,2010
541423,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,5,2011-01-17 17:54:00,1.63,,United Kingdom,8.149999999999999,2011
579787,21558,SKULL LUNCH BOX WITH CUTLERY ,2,2011-11-30 15:33:00,4.96,,United Kingdom,9.92,2011
560712,21931,JUMBO STORAGE BAG SUKI,2,2011-07-20 13:06:00,2.08,14456.0,United Kingdom,4.16,2011
544278,10002,INFLATABLE POLITICAL GLOBE ,12,2011-02-17 12:01:00,0.85,15382.0,United Kingdom,10.2,2011
516892,22097,SWALLOW SQUARE TISSUE BOX,3,2010-07-23 15:09:00,2.51,,United Kingdom,7.529999999999999,2010
526383,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-10-11 12:33:00,0.42,14412.0,United Kingdom,10.08,2010
523655,21819,GLITTER CHRISTMAS STAR ,12,2010-09-23 13:26:00,0.85,17504.0,United Kingdom,10.2,2010
492415,22031,BOTANICAL LAVENDER BIRTHDAY CARD,24,2009-12-16 17:06:00,0.42,17428.0,United Kingdom,10.08,2009
554098,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2011-05-22 13:01:00,1.25,14769.0,United Kingdom,2.5,2011
543530,22625,RED KITCHEN SCALES,1,2011-02-09 12:46:00,16.63,,United Kingdom,16.63,2011
506675,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-05-02 10:24:00,6.45,17243.0,United Kingdom,12.9,2010
532819,22507,MEMO BOARD RETROSPOT  DESIGN,2,2010-11-14 16:19:00,4.95,13230.0,United Kingdom,9.9,2010
571080,23535,WALL ART BICYCLE SAFETY,4,2011-10-13 15:19:00,5.95,13719.0,United Kingdom,23.8,2011
494144,21577,SAVE THE PLANET COTTON TOTE BAG,5,2010-01-11 14:35:00,2.51,,United Kingdom,12.549999999999999,2010
559693,22204,MILK PAN BLUE POLKADOT,1,2011-07-11 16:21:00,3.29,,United Kingdom,3.29,2011
504935,84905,PINK BUTTERFLY CUSHION COVER ,1,2010-04-19 11:19:00,5.06,,United Kingdom,5.06,2010
572726,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-10-25 15:19:00,0.85,16056.0,United Kingdom,10.2,2011
576617,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2011-11-15 16:57:00,3.29,,United Kingdom,3.29,2011
552880,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-05-12 09:59:00,3.95,18245.0,United Kingdom,15.8,2011
567864,22654,DELUXE SEWING KIT ,6,2011-09-22 14:10:00,5.95,16236.0,United Kingdom,35.7,2011
538524,16235,RECYCLED PENCIL WITH RABBIT ERASER,6,2010-12-13 09:35:00,0.43,,United Kingdom,2.58,2010
